timestamp,pred,event_cls,x,y
2700,-0.0037335545997332353,0,760.0,204.0
9100,0.1001809635700025,0,496.0,252.0
5800,0.008850563090094687,0,893.0,258.0
8866,-0.046824256798195796,0,499.0,248.0
6800,-0.004843494308581997,0,814.0,263.0
17600,-0.029076112251072206,0,948.0,327.0
12666,0.009465185526146447,0,835.0,226.0
13333,0.02364248657851631,0,862.0,192.0
4800,0.0694964744942968,0,905.0,259.0
9666,0.0051850042196056045,0,723.0,270.0
18300,0.05383558204457439,0,403.0,200.0
9133,0.01041538827387567,0,698.0,189.0
7133,0.003917476628873429,0,451.0,309.0
14266,-0.006916922332899533,0,928.0,74.0
1700,0.005933471647389665,0,680.0,263.0
10700,-0.017189049227882336,0,407.0,239.0
15533,0.05149391508502271,0,440.0,183.0
25266,0.003398523951377297,0,336.0,310.0
10966,-0.05313818433222872,0,916.0,232.0
3400,0.002326194699962203,0,665.0,245.0
6800,-0.004843494308581997,0,814.0,263.0
8666,0.02274033096553596,0,874.0,83.0
10266,0.04455453338090831,0,390.0,227.0
15533,0.0036841813656527944,0,513.0,166.0
3700,0.014390046077809693,0,658.0,206.0
6900,-0.1356209670213615,0,880.0,308.0
5400,0.00778466437107983,0,908.0,259.0
19933,0.02594479716085407,0,819.0,182.0
3400,-0.037322488200805415,0,853.0,194.0
8433,0.061454770570183115,0,860.0,77.0
14766,-0.03422649924726817,0,938.0,253.0
19133,-0.0025978658605811944,0,748.0,172.0
12066,0.003104798456935398,0,520.0,218.0
21433,0.03241856059637244,0,913.0,281.0
5433,0.00011779617147272825,0,810.0,18.0
13466,-0.007863253274189685,0,874.0,270.0
4466,-0.020902077273878383,0,590.0,225.0
11700,0.0033217715880509147,0,569.0,229.0
13266,-0.00011290723954887616,0,870.0,264.0
20266,0.006958306795837088,0,721.0,199.0
3433,0.12846511840115749,0,664.0,244.0
11100,-0.08124059714114551,0,548.0,4.0
19533,-0.027033699090700525,0,765.0,262.0
9466,-0.0030268274781308224,0,762.0,286.0
20366,-0.01092228219121627,0,739.0,169.0
15866,-0.018167125890788727,0,656.0,169.0
23966,-0.012523176304097494,0,583.0,187.0
14700,0.01635684321381703,0,939.0,213.0
10300,-0.03684200462218823,0,570.0,193.0
2533,-0.003916810725664743,0,658.0,217.0
2166,0.006653330065150842,0,648.0,124.0
23633,0.011808080195675752,0,347.0,701.0
13333,-0.10588460142317047,0,874.0,286.0
15433,-0.05736467032473702,0,529.0,222.0
14000,0.018211997334346752,0,903.0,102.0
23566,-0.005350467182966945,0,347.0,701.0
13000,0.001787532461275776,0,858.0,198.0
18966,0.006978910012631234,0,433.0,246.0
21600,0.021921052614260583,0,440.0,5.0
7900,0.01600439724164593,0,751.0,211.0
5633,-0.0058029657662890255,0,896.0,180.0
21800,-0.002526150812783068,0,655.0,195.0
11733,-0.001293268365025746,0,572.0,242.0
14700,0.01635684321381703,0,939.0,213.0
3333,-0.09458628712916917,0,703.0,162.0
14900,-0.016360692930998177,0,896.0,98.0
8700,0.0075631987194960115,0,828.0,173.0
633,-0.020005481764828525,0,719.0,213.0
15133,0.01371646641885843,0,438.0,293.0
14500,0.0020362632143664516,0,937.0,122.0
17766,0.024880550861084427,0,705.0,227.0
1066,0.0031079385719720576,0,584.0,255.0
8466,0.002484815931290796,0,442.0,226.0
9333,-0.014857735240618397,0,835.0,173.0
13033,-0.0015753916902980225,0,868.0,231.0
5333,-0.0009469213775991081,0,814.0,65.0
3966,-0.0062281824142191855,0,858.0,141.0
1300,0.015515461629899974,0,586.0,2.0
1066,0.019618452431409472,0,583.0,221.0
21200,-0.05412398946491992,0,898.0,331.0
21133,0.012312094218768055,0,890.0,298.0
12800,-0.014061564462810483,0,873.0,365.0
4033,-0.0054645325048420235,0,705.0,302.0
18233,-0.0059319126408658995,0,516.0,246.0
6700,-0.02008260753039459,0,423.0,85.0
14933,0.021903745241973194,0,886.0,51.0
10300,-0.0006397664040979634,0,893.0,28.0
11900,-0.02165093611754143,0,631.0,204.0
10833,-0.009263619866743622,0,916.0,152.0
10333,-3.5792179160498705e-05,0,564.0,193.0
7266,0.011025162219836349,0,800.0,222.0
14300,-0.05162896116822835,0,830.0,45.0
1666,-0.01647607637540638,0,677.0,252.0
14766,-0.03422649924726817,0,938.0,253.0
14666,0.0036371855590355273,0,566.0,233.0
2300,-0.0015517838555374475,0,727.0,257.0
21633,0.0032544003745204053,0,568.0,248.0
7166,0.02256396210296574,0,643.0,230.0
10033,-0.013726027907572269,0,861.0,101.0
22133,0.04603266429685954,0,431.0,267.0
12666,-0.060456860622049025,0,809.0,216.0
18700,0.12010319459381685,0,667.0,193.0
1400,-0.008642244819892064,0,562.0,245.0
1066,0.0016399329002798613,0,660.0,149.0
22333,-0.002878611181510504,0,811.0,249.0
8566,0.16047214561190887,0,870.0,74.0
7600,-0.02523107359937926,0,800.0,196.0
6933,-0.0037105655524739545,0,808.0,321.0
19200,-0.010114373319352166,0,421.0,258.0
23866,-0.11930739540097246,0,686.0,184.0
9600,0.000731198373068398,0,490.0,253.0
8166,-0.03286172845328206,0,790.0,271.0
5766,0.004719968222715976,0,698.0,291.0
20733,-0.00641173355304947,0,385.0,265.0
20900,-0.01807010041071233,0,649.0,99.0
9300,0.008094149434095643,0,450.0,194.0
19800,0.012006237360232597,0,418.0,184.0
13833,0.004381814441459353,0,835.0,7.0
1066,0.0016399329002798613,0,660.0,149.0
11966,-5.743264052465724e-05,0,620.0,168.0
14200,-0.1026218323132978,0,921.0,72.0
11533,-0.001775991285027534,0,610.0,207.0
6500,-0.004442301692435868,0,825.0,181.0
2933,-0.002194288334797845,0,779.0,137.0
25366,-0.0031340917798381995,0,336.0,310.0
14466,-0.017323955860160556,0,394.0,194.0
21266,0.006298899857991869,0,495.0,244.0
3200,0.05834091856963314,0,804.0,137.0
12333,-0.05233873869399219,0,491.0,197.0
11233,0.004779709397043863,0,483.0,225.0
14133,-0.002672540802696022,0,408.0,148.0
17400,0.003559001587797206,0,1008.0,208.0
7233,-0.031486752189299305,0,799.0,232.0
6300,0.0871351644537735,0,836.0,173.0
12500,0.14225800864719584,0,806.0,293.0
20000,-0.00826490779881306,0,660.0,206.0
466,0.030467416164797423,0,704.0,193.0
6366,-0.05281003342839741,0,826.0,170.0
10766,0.011819517209110175,0,408.0,256.0
13833,0.0018421161823001242,0,851.0,177.0
13600,-0.013228547935300594,0,843.0,79.0
6666,0.0016196644300443541,0,819.0,216.0
3033,0.01303504341886813,0,668.0,250.0
24333,-0.005350467182966945,0,339.0,702.0
5533,0.0005372697612016641,0,455.0,60.0
22633,0.006456044772611691,0,443.0,341.0
11866,0.006233101919618789,0,618.0,215.0
19300,0.012022468907911033,0,434.0,304.0
7300,0.01673299088833513,0,801.0,212.0
7800,-0.012831445430704247,0,729.0,204.0
8633,0.04430626567186313,0,824.0,167.0
9000,-0.004885918799440003,0,468.0,218.0
9133,0.21807393103305506,0,474.0,248.0
5866,0.3936834021050694,0,707.0,333.0
17133,-0.1545427564208386,0,398.0,385.0
6700,-0.0047306757357523654,0,818.0,228.0
21766,-0.013699159513020254,0,640.0,204.0
10000,-0.0314225736687862,0,859.0,117.0
733,-0.00045860629130195507,0,725.0,242.0
400,0.007040872610214077,0,595.0,268.0
20866,-0.0009260502903701839,0,851.0,189.0
300,-0.00801949028388016,0,607.0,333.0
4333,-0.0029732963407711477,0,597.0,110.0
21200,0.02251617677128742,0,407.0,107.0
5500,-0.01625542375591238,0,897.0,141.0
3466,0.0064855785175637615,0,699.0,175.0
19200,-0.005433585028101429,0,412.0,331.0
10433,0.007872085144746244,0,656.0,174.0
16966,-0.0820588429182868,0,528.0,145.0
5100,0.001516979035484145,0,881.0,190.0
7400,-0.004572660703868414,0,800.0,198.0
15166,-0.00036046535117867373,0,446.0,35.0
11500,0.028491758430967906,0,616.0,204.0
19366,-0.016082119887272484,0,482.0,169.0
14900,-0.016360692930998177,0,896.0,98.0
7066,0.0023552553381021024,0,736.0,131.0
20833,-0.014005465326131228,0,697.0,76.0
9033,0.20463818602709272,0,872.0,210.0
11733,0.004521900061672357,0,583.0,217.0
16733,-0.001824000305606921,0,498.0,216.0
15400,0.0016616097135547236,0,477.0,166.0
533,0.2780421334838824,0,672.0,231.0
19000,-0.0030162617702408356,0,534.0,237.0
3066,0.02469975748780462,0,785.0,133.0
9533,-0.0008247303678370899,0,826.0,202.0
8833,0.03492614209746864,0,499.0,249.0
17100,0.01327729549793305,0,485.0,159.0
1633,0.006161174576137907,0,554.0,299.0
17266,0.004886727718469375,0,444.0,193.0
20700,-0.011813298567778574,0,880.0,276.0
20966,0.0167617332655301,0,899.0,234.0
8866,-0.007590622249373236,0,880.0,141.0
22800,-0.0035311053138439297,0,378.0,629.0
19866,0.020249071523331108,0,630.0,186.0
13600,0.001183311274393084,0,456.0,202.0
15166,0.010459114793327229,0,472.0,13.0
4633,-0.021907255266338077,0,834.0,209.0
6633,-0.005348805693572545,0,820.0,206.0
5166,0.02235120129607787,0,876.0,180.0
7966,-0.017932358483310207,0,800.0,287.0
18333,0.019641273319268793,0,804.0,3.0
2266,-0.00880974610329388,0,679.0,51.0
1100,-0.023927903940749395,0,587.0,211.0
5066,-0.009247197382740713,0,822.0,361.0
7033,-0.00023579802933348937,0,409.0,11.0
4233,-0.011976558722577635,0,760.0,216.0
17933,-0.05795192613112665,0,605.0,208.0
17633,0.02525309399823189,0,864.0,287.0
8900,0.007246643920649443,0,881.0,154.0
7400,-0.017287717474980924,0,653.0,299.0
10966,0.013725505706596308,0,861.0,41.0
15566,-0.027762853611510763,0,440.0,182.0
766,0.020028916217219195,0,624.0,426.0
9366,0.0022674596197776453,0,442.0,179.0
18566,-0.010836146393030655,0,475.0,222.0
22700,-0.005065901770323178,0,391.0,598.0
20633,-0.02267033873207247,0,881.0,294.0
2100,-0.020882816190149978,0,554.0,229.0
2133,-0.0038507250542714755,0,563.0,260.0
22266,-0.037022413825661626,0,507.0,209.0
12166,-0.0015475410738149953,0,732.0,182.0
20166,-0.0018155990848071624,0,841.0,226.0
1266,-0.005838524867372907,0,621.0,187.0
3533,0.11267052338054034,0,842.0,191.0
14500,0.08714376887057362,0,761.0,2.0
17433,0.1964607086746602,0,424.0,195.0
25666,-0.039222582780749415,0,344.0,307.0
2733,-0.01652336418092215,0,682.0,144.0
23466,-0.01987323603167257,0,961.0,23.0
4266,0.04780493930890711,0,643.0,4.0
5033,0.017940813354437368,0,885.0,206.0
18766,-0.02643693455149332,0,603.0,210.0
7500,0.03762484775529312,0,411.0,89.0
3233,-0.0045550825470414,0,478.0,80.0
433,-0.007320551698110855,0,592.0,254.0
19133,0.0026132988702809445,0,417.0,304.0
7433,-0.028589603012571296,0,410.0,67.0
5333,-0.013425109887477915,0,869.0,179.0
11333,0.0725114553956912,0,673.0,203.0
5500,0.025610155820655178,0,908.0,300.0
1800,-0.02123417307108033,0,670.0,254.0
6133,-0.002186414692076366,0,671.0,225.0
9266,-0.012056804283624989,0,842.0,245.0
11266,-0.0056705186131622565,0,933.0,135.0
7133,-0.004041522816407683,0,643.0,227.0
2033,-0.014208349264131725,0,667.0,259.0
1633,-0.10971633450282703,0,675.0,254.0
9400,0.033281425914150564,0,439.0,173.0
20033,-0.0003245489728693207,0,830.0,196.0
1533,0.13797787482822438,0,676.0,250.0
366,-0.029355530363927684,0,669.0,243.0
8033,0.006695529319679927,0,427.0,223.0
22133,0.005810112775394782,0,766.0,201.0
5966,-0.007969412222072259,0,744.0,48.0
7100,0.01868516823940064,0,802.0,294.0
16300,0.002274683266551447,0,869.0,111.0
23933,-0.007616532969505041,0,341.0,702.0
4700,-0.0018071720666061886,0,498.0,20.0
17400,0.020372184046933806,0,829.0,159.0
20933,-0.04351662440269566,0,375.0,350.0
1866,0.062137279442751936,0,668.0,257.0
5333,-0.07729151778925969,0,457.0,1.0
12900,-0.00056412040364201,0,873.0,291.0
8933,-0.003091491600964502,0,881.0,171.0
25033,0.028452757827205855,0,346.0,312.0
17966,-0.0003596886583933645,0,593.0,209.0
4900,0.1490003344805126,0,893.0,176.0
15966,0.008063085964429728,0,492.0,103.0
7433,-0.04645753878013159,0,650.0,311.0
366,0.010137770205550123,0,693.0,193.0
20733,-0.028927484282754712,0,883.0,267.0
12366,-0.0028233297667898394,0,497.0,198.0
18366,-0.05775980160441696,0,491.0,278.0
13933,-0.04741006626740529,0,843.0,174.0
4633,0.0006974662892903494,0,904.0,182.0
5900,-0.006458125013719451,0,871.0,241.0
1533,0.0053034606722074384,0,658.0,210.0
4366,-0.06509399977650165,0,582.0,354.0
12933,-0.007112084049874512,0,445.0,202.0
22900,0.01262775384132575,0,368.0,661.0
9500,-0.003971562219925007,0,826.0,195.0
9600,0.0012315557533992272,0,823.0,217.0
12633,-0.009928623626460298,0,847.0,313.0
24933,-0.0436538545112195,0,356.0,308.0
17633,0.03685442309229969,0,423.0,227.0
13866,0.007645090553356548,0,883.0,156.0
21566,0.0027607553176188793,0,687.0,23.0
18233,-0.0059319126408658995,0,516.0,246.0
9766,-0.005350467182966945,0,490.0,253.0
14400,-0.014111455008121498,0,387.0,278.0
3933,-0.018024243218366043,0,853.0,153.0
6433,0.007501394024784613,0,829.0,175.0
21166,-0.0029352444788634524,0,908.0,253.0
9266,0.022017368044262853,0,726.0,215.0
6766,-0.004597348027842174,0,814.0,250.0
1900,0.04229110021892046,0,687.0,216.0
19100,-0.001985267113103484,0,426.0,329.0
9933,-0.016185820784144656,0,847.0,164.0
23633,0.001929172410418234,0,963.0,116.0
3233,0.8591374708449022,0,718.0,173.0
22166,0.010912934855772272,0,426.0,272.0
21500,0.015306181847816958,0,465.0,331.0
16866,0.010854526642659401,0,573.0,146.0
15433,-0.008713249581804416,0,480.0,192.0
18733,0.14801183640253746,0,630.0,205.0
17033,0.0032618923874514483,0,423.0,271.0
18933,-0.005238619354435592,0,434.0,238.0
533,0.01113707633066785,0,710.0,197.0
22566,-0.012734683714890616,0,864.0,142.0
6600,-0.001874457034893362,0,821.0,199.0
9533,-0.09693024675321182,0,770.0,315.0
12133,0.005331153967757407,0,719.0,181.0
11833,0.013119341421288178,0,697.0,199.0
7366,-0.0038763653145468258,0,619.0,12.0
21033,0.010946874712806698,0,583.0,144.0
3733,0.007742249682653968,0,686.0,245.0
24800,-0.052860772373574894,0,365.0,300.0
8133,0.061360217325238664,0,578.0,50.0
6866,0.0776672250527638,0,633.0,221.0
7066,-0.011375611353736437,0,410.0,11.0
5966,-0.004894339617773191,0,691.0,294.0
2200,-0.09053237744109477,0,580.0,330.0
9700,0.0022301539624902667,0,705.0,250.0
22500,-0.013290546085836796,0,845.0,208.0
23733,-0.09344256535112305,0,964.0,183.0
16933,-0.010496425222073724,0,792.0,189.0
18000,0.01930909813786852,0,582.0,211.0
22166,-0.010216987285636692,0,775.0,209.0
3400,-0.03195653909519092,0,704.0,169.0
13600,-0.00556470674584042,0,880.0,279.0
11866,0.006233101919618789,0,618.0,215.0
5233,-0.05975489863971961,0,871.0,178.0
9033,0.00132624908137563,0,468.0,225.0
7533,-0.08994223138068269,0,583.0,3.0
2900,-0.045987618546116105,0,697.0,128.0
9833,-0.0169504794635279,0,824.0,261.0
8266,0.02336475444872399,0,565.0,159.0
8633,0.016607003720428337,0,449.0,189.0
6066,-0.0027651774609623314,0,844.0,175.0
8933,-0.0073714355511383944,0,499.0,248.0
13366,0.007720668430614364,0,862.0,192.0
2833,0.021615038665312836,0,691.0,130.0
25133,0.12180932480677703,0,339.0,311.0
8100,0.008582788398153685,0,427.0,249.0
9433,-0.00174116129630697,0,827.0,185.0
22433,-0.003340660600816281,0,447.0,421.0
21933,-0.007654406863264018,0,708.0,184.0
8900,0.009071321419291012,0,833.0,213.0
15833,-0.042516412822768634,0,649.0,169.0
4466,0.03053554462305824,0,809.0,194.0
4966,-0.0017489383186897745,0,875.0,212.0
19666,0.004579135625513153,0,419.0,166.0
16900,-0.01709725451326949,0,789.0,206.0
9733,0.006583909940970856,0,822.0,254.0
14066,0.004221534009624772,0,830.0,4.0
20100,0.003981297492128166,0,835.0,208.0
19966,0.03901614324582614,0,824.0,186.0
1566,0.021912162784737677,0,564.0,213.0
5500,-0.003634855289696093,0,868.0,209.0
25333,-0.005350467182966945,0,336.0,310.0
14266,-0.007162326369404504,0,385.0,303.0
5900,0.0015607425514883588,0,768.0,87.0
14300,-0.0501013049700314,0,383.0,320.0
20800,0.12838787071437885,0,726.0,61.0
19466,0.032103943136311874,0,759.0,273.0
3733,0.007742249682653968,0,686.0,245.0
16333,-0.00487902883834701,0,437.0,203.0
9433,-0.013513540583240835,0,765.0,131.0
10966,-0.05313818433222872,0,916.0,232.0
2933,-0.009036651700310094,0,701.0,129.0
1933,-0.018714121700760922,0,477.0,205.0
12400,-0.00404108972990147,0,903.0,56.0
9933,-0.01272490335181753,0,853.0,300.0
9400,0.01852127146086613,0,770.0,103.0
14500,-0.008329969826242234,0,628.0,195.0
16600,0.00806990371159616,0,830.0,245.0
11933,-0.02108849483439701,0,642.0,200.0
14466,0.001602054747199988,0,937.0,111.0
24633,-0.010614221122043355,0,379.0,309.0
5433,0.03420582822280949,0,648.0,206.0
8633,-0.03711009061234438,0,541.0,244.0
17333,0.0010337834968077164,0,1008.0,154.0
10566,-0.0005880929657503531,0,910.0,46.0
16566,-0.0728723621473284,0,911.0,275.0
4833,-0.015255356430976974,0,860.0,264.0
6966,0.03220751691221574,0,411.0,15.0
15633,0.0016847779223940762,0,504.0,125.0
4566,0.0008583232477496483,0,753.0,161.0
15600,0.0041730142132966885,0,565.0,205.0
14800,-0.13961730342863732,0,939.0,274.0
11466,-0.003270634430525776,0,627.0,202.0
21533,-0.012229778161913285,0,435.0,8.0
10433,-0.007595489110903242,0,903.0,26.0
10133,-0.014902581669916648,0,875.0,61.0
16200,-0.005702044490755287,0,846.0,62.0
12833,-0.0005591664158499654,0,453.0,176.0
3200,0.010559508909531279,0,669.0,248.0
5800,0.008850563090094687,0,893.0,258.0
17100,0.0406016821351321,0,1004.0,0.0
12066,-0.0023964622791996515,0,699.0,186.0
21066,0.021456745949193168,0,569.0,156.0
15000,-0.12777823611233252,0,458.0,382.0
21000,0.02044927209293851,0,902.0,233.0
15100,0.03586671959565568,0,439.0,315.0
17733,-0.021603015831459516,0,736.0,238.0
9166,-0.014925553256986746,0,467.0,238.0
8100,-0.0096712343154578,0,820.0,203.0
4766,-0.011874792860504746,0,852.0,241.0
19400,-0.009415677873986006,0,501.0,122.0
9566,0.029454825720385047,0,847.0,219.0
13666,0.009750354021845542,0,842.0,49.0
14666,-0.017971214365082422,0,414.0,66.0
17266,-0.006152267832668978,0,427.0,204.0
24266,0.0045219877262963615,0,445.0,233.0
4033,-0.007017848451776443,0,876.0,210.0
15933,-0.010700635908803435,0,450.0,243.0
16000,0.013048012999742953,0,818.0,12.0
11033,0.02881991840879844,0,509.0,88.0
14000,0.0033683175957059386,0,842.0,174.0
17566,0.005818236556292933,0,399.0,290.0
10200,-0.0006917226344020366,0,885.0,43.0
6100,-0.03818222619300249,0,892.0,224.0
833,0.007012979886486359,0,566.0,206.0
66,-0.007443858180814056,0,663.0,223.0
12533,-0.04880874054014761,0,473.0,240.0
15066,0.0003370323942024078,0,602.0,27.0
16633,0.05893625097464278,0,774.0,214.0
8066,-0.005823101344601511,0,519.0,113.0
5133,0.00255150549748806,0,821.0,242.0
9200,-0.025603506281182575,0,848.0,169.0
14000,0.018211997334346752,0,903.0,102.0
966,-0.0011036416573178554,0,619.0,426.0
11166,7.340439240827168e-05,0,912.0,92.0
2733,-0.01652336418092215,0,682.0,144.0
23666,-0.00523511462463222,0,963.0,138.0
6666,0.0016196644300443541,0,819.0,216.0
10266,-0.0004915590582945661,0,890.0,32.0
7800,0.012379766142906201,0,542.0,33.0
2833,0.021615038665312836,0,691.0,130.0
10066,0.05697849299009278,0,841.0,93.0
5133,0.009408354971486121,0,594.0,229.0
23400,-0.0032210181766703094,0,347.0,701.0
1933,-0.019165623525323805,0,507.0,7.0
14966,0.009204776648175927,0,876.0,12.0
266,0.006459769928482073,0,682.0,199.0
8066,-0.008596888587096063,0,813.0,226.0
8700,0.00579029255421476,0,454.0,185.0
7600,-0.02523107359937926,0,800.0,196.0
1833,-0.011583171096982148,0,497.0,219.0
2800,0.012780936561759881,0,391.0,299.0
10400,-0.016991631520176687,0,630.0,199.0
12900,0.007063468985460453,0,448.0,190.0
16500,-0.010504187136723964,0,903.0,229.0
17966,-0.0003596886583933645,0,593.0,209.0
7766,0.004625406710348334,0,420.0,153.0
1333,-0.01524089360474068,0,561.0,268.0
533,0.01113707633066785,0,710.0,197.0
18966,0.006978910012631234,0,433.0,246.0
17433,0.009626651792113528,0,1009.0,234.0
19300,-0.019812914134695325,0,419.0,208.0
13466,-0.015686334738592045,0,857.0,200.0
18033,-0.0297364072412859,0,569.0,213.0
11333,0.0003503549266449246,0,943.0,167.0
17433,0.009626651792113528,0,1009.0,234.0
10900,-0.010131896094208392,0,499.0,207.0
17733,0.001768743751998092,0,423.0,252.0
13133,0.04562107270672183,0,866.0,206.0
13933,0.0006442797508799392,0,399.0,235.0
18700,-0.05275433199909518,0,676.0,183.0
18600,0.017516411350776362,0,786.0,139.0
9166,0.025818419594802855,0,851.0,171.0
9633,-0.006153407341206729,0,822.0,227.0
21033,0.010946874712806698,0,583.0,144.0
4533,0.000812547143738962,0,530.0,131.0
8733,-0.018359904116040937,0,456.0,184.0
20333,-0.005350467182966945,0,522.0,389.0
24866,-0.007727115053436595,0,358.0,305.0
566,0.012486661815784339,0,581.0,215.0
9400,-0.01629214981409388,0,748.0,259.0
5666,-0.04209115964790244,0,456.0,106.0
6600,-0.006817835428654662,0,872.0,151.0
11900,-0.026226273150460222,0,654.0,179.0
4733,-0.01494577311187284,0,569.0,197.0
16833,0.0006490750779057364,0,470.0,249.0
8033,0.00013310346634703984,0,771.0,236.0
11966,-0.060332806557890195,0,666.0,180.0
12100,0.01628917122712875,0,709.0,190.0
8766,0.041037491912151336,0,457.0,186.0
6000,-0.028850994062656343,0,808.0,2.0
19166,0.01318434285001463,0,414.0,316.0
15833,-0.005232156634556784,0,446.0,215.0
